CustomerKey,Segment,SignupDate
2606,Small Business,16-08-2023
2607,Consumer,23-09-2022
2608,Consumer,06-10-2022
2609,Corporate,25-12-2022
2610,Consumer,10-02-2024
2611,Small Business,01-10-2022
2612,Consumer,22-03-2022
2613,Corporate,24-01-2024
2614,Consumer,07-03-2024
2615,Small Business,24-12-2023
2616,Consumer,25-10-2023
2617,Consumer,16-12-2023
2618,Consumer,05-06-2023
2619,Consumer,05-01-2023
2620,Small Business,17-11-2023
2621,Consumer,13-04-2024
2622,Small Business,18-01-2022
2623,Consumer,31-08-2023
2624,Small Business,02-08-2022
2625,Consumer,04-01-2024
2626,Consumer,06-07-2024
2627,Consumer,08-06-2024
2628,Consumer,29-02-2024
2629,Small Business,05-12-2022
2630,Small Business,09-11-2023
2631,Small Business,15-03-2024
2632,Small Business,04-07-2023
2633,Consumer,03-06-2023
2634,Consumer,19-04-2022
2635,Consumer,06-12-2024
2636,Small Business,07-12-2023
2637,Small Business,02-05-2024
2638,Corporate,14-06-2023
2639,Small Business,13-02-2023
2640,Consumer,23-03-2022
2641,Consumer,29-07-2023
2642,Corporate,20-04-2023
2643,Corporate,21-02-2022
2644,Small Business,20-07-2023
2645,Consumer,22-12-2024
2646,Consumer,26-04-2022
2647,Consumer,16-04-2022
2648,Corporate,02-06-2023
2649,Consumer,09-10-2022
2650,Consumer,05-05-2023
2651,Consumer,18-10-2023
2652,Consumer,17-12-2023
2653,Consumer,09-06-2024
2654,Consumer,05-06-2024
2655,Consumer,13-03-2024
2656,Small Business,10-10-2022
2657,Consumer,08-10-2022
2658,Consumer,04-07-2024
2659,Consumer,21-05-2024
2660,Small Business,14-08-2023
2661,Corporate,04-02-2024
2662,Consumer,06-12-2022
2663,Consumer,27-11-2023
2664,Consumer,18-07-2022
2665,Consumer,15-11-2023
2666,Consumer,09-06-2022
2667,Consumer,23-03-2022
2668,Consumer,01-04-2024
2669,Corporate,13-08-2022
2670,Consumer,23-08-2024
2671,Consumer,08-10-2024
2672,Consumer,09-04-2023
2673,Corporate,28-02-2022
2674,Small Business,25-06-2022
2675,Corporate,08-01-2024
2676,Small Business,28-08-2024
2677,Consumer,13-05-2022
2678,Consumer,20-11-2022
2679,Small Business,27-05-2023
2680,Corporate,10-09-2023
2681,Corporate,16-05-2024
2682,Consumer,11-03-2023
2683,Consumer,03-05-2022
2684,Consumer,14-01-2024
2685,Consumer,01-01-2023
2686,Corporate,22-11-2024
2687,Corporate,08-05-2023
2688,Small Business,20-01-2023
2689,Consumer,17-10-2023
2690,Consumer,05-04-2022
2691,Consumer,13-04-2023
2692,Corporate,24-12-2023
2693,Consumer,28-05-2022
2694,Consumer,05-02-2023
2695,Consumer,17-01-2022
2696,Consumer,12-04-2023
2697,Consumer,22-05-2022
2698,Corporate,11-06-2024
2699,Consumer,30-04-2023
2700,Consumer,14-08-2022
2701,Consumer,14-06-2024
2702,Consumer,04-07-2022
2703,Corporate,03-02-2023
2704,Consumer,13-05-2024
2705,Consumer,26-09-2022
2706,Consumer,24-03-2022
2707,Corporate,07-11-2024
2708,Consumer,04-04-2022
2709,Consumer,21-08-2022
2710,Small Business,07-10-2024
2711,Consumer,30-12-2024
2712,Consumer,13-12-2022
2713,Consumer,19-11-2023
2714,Consumer,12-03-2024
2715,Small Business,11-11-2022
2716,Small Business,17-03-2023
2717,Corporate,13-12-2024
2718,Small Business,13-01-2023
2719,Consumer,22-04-2024
2720,Consumer,11-03-2023
2721,Corporate,08-05-2022
2722,Consumer,10-03-2022
2723,Consumer,04-06-2022
2724,Corporate,04-05-2022
2725,Small Business,08-10-2023
2726,Small Business,21-05-2024
2727,Consumer,24-06-2023
2728,Small Business,21-08-2023
2729,Consumer,06-11-2023
2730,Corporate,06-02-2022
2731,Consumer,07-02-2023
2732,Consumer,23-04-2024
2733,Small Business,18-06-2023
2734,Corporate,10-09-2022
2735,Consumer,03-07-2024
2736,Consumer,19-06-2023
2737,Consumer,23-11-2023
2738,Consumer,30-03-2022
2739,Corporate,11-10-2024
2740,Consumer,31-12-2023
2741,Consumer,18-04-2024
2742,Consumer,14-06-2024
2743,Small Business,13-01-2023
2744,Consumer,05-03-2024
2745,Small Business,18-01-2022
2746,Corporate,25-06-2024
2747,Small Business,16-11-2024
2748,Consumer,20-03-2024
2749,Consumer,03-06-2023
2750,Small Business,24-04-2023
2751,Consumer,01-12-2024
2752,Consumer,30-08-2024
2753,Consumer,06-07-2024
2754,Consumer,11-11-2024
2755,Consumer,19-10-2022
2756,Consumer,23-09-2023
2757,Consumer,16-01-2023
2758,Consumer,28-11-2023
2759,Consumer,16-09-2022
2760,Small Business,19-02-2024
2761,Corporate,08-07-2024
2762,Small Business,21-02-2022
2763,Consumer,29-10-2022
2764,Consumer,30-12-2023
2765,Corporate,22-12-2022
2766,Consumer,23-09-2024
2767,Small Business,11-07-2024
2768,Consumer,26-03-2024
2769,Consumer,19-06-2022
2770,Consumer,23-10-2023
2771,Small Business,02-10-2024
2772,Consumer,24-09-2022
2773,Consumer,13-03-2024
2774,Consumer,04-12-2022
2775,Consumer,06-03-2023
2776,Corporate,17-11-2022
2777,Consumer,17-08-2024
2778,Small Business,29-08-2022
2779,Consumer,17-12-2022
2780,Consumer,05-10-2022
2781,Corporate,18-02-2022
2782,Consumer,23-09-2024
2783,Consumer,05-03-2024
2784,Consumer,31-03-2024
2785,Corporate,13-12-2022
2786,Consumer,05-12-2022
2787,Consumer,16-06-2022
2788,Consumer,16-08-2022
2789,Consumer,04-08-2023
2790,Consumer,11-10-2023
2791,Small Business,25-02-2024
2792,Corporate,10-03-2022
2793,Consumer,25-01-2022
2794,Small Business,10-03-2023
2795,Small Business,02-07-2022
2796,Consumer,12-06-2022
2797,Consumer,21-01-2022
2798,Consumer,28-01-2024
2799,Corporate,25-02-2023
2800,Small Business,02-09-2022
2801,Consumer,18-07-2022
2802,Consumer,23-02-2022
2803,Consumer,03-05-2023
2804,Consumer,12-03-2024
2805,Consumer,05-08-2022
2806,Consumer,18-01-2022
2807,Small Business,26-01-2023
2808,Corporate,24-02-2022
2809,Consumer,25-05-2022
2810,Corporate,08-05-2023
2811,Corporate,01-02-2024
2812,Consumer,12-04-2023
2813,Small Business,17-01-2023
2814,Consumer,17-10-2023
2815,Consumer,10-10-2022
2816,Corporate,27-10-2023
2817,Small Business,24-07-2023
2818,Consumer,18-03-2023
2819,Consumer,21-05-2024
2820,Corporate,31-01-2023
2821,Consumer,22-10-2022
2822,Consumer,28-05-2022
2823,Corporate,06-04-2022
2824,Corporate,24-11-2022
2825,Consumer,10-11-2023
2826,Small Business,28-03-2024
2827,Corporate,09-05-2023
2828,Consumer,29-03-2024
2829,Corporate,15-03-2022
2830,Consumer,02-11-2023
2831,Small Business,04-11-2023
2832,Corporate,27-07-2024
2833,Consumer,23-10-2022
2834,Corporate,13-09-2022
2835,Consumer,23-02-2023
2836,Consumer,07-12-2024
2837,Small Business,13-11-2023
2838,Consumer,16-10-2023
2839,Corporate,10-06-2022
2840,Corporate,08-06-2024
2841,Consumer,20-11-2023
2842,Consumer,26-08-2023
2843,Small Business,27-03-2023
2844,Small Business,03-08-2022
2845,Consumer,17-08-2024
2846,Consumer,27-08-2023
2847,Corporate,02-04-2023
2848,Small Business,31-05-2024
2849,Consumer,18-05-2022
2850,Corporate,17-06-2024
2851,Small Business,22-06-2022
2852,Consumer,30-06-2022
2853,Consumer,18-12-2022
2854,Consumer,23-12-2023
2855,Consumer,03-08-2022
2856,Consumer,16-06-2022
2857,Consumer,11-09-2022
2858,Consumer,08-06-2022
2859,Corporate,09-08-2024
2860,Consumer,01-08-2022
2861,Small Business,29-03-2022
2862,Consumer,11-06-2023
2863,Corporate,04-09-2022
2864,Consumer,08-04-2023
2865,Consumer,05-06-2024
2866,Corporate,13-11-2023
2867,Consumer,22-03-2024
2868,Consumer,24-11-2023
2869,Small Business,22-09-2024
2870,Consumer,14-10-2022
2871,Consumer,31-10-2024
2872,Corporate,18-11-2023
2873,Small Business,13-11-2024
2874,Consumer,20-12-2022
2875,Consumer,15-10-2022
2876,Consumer,23-12-2024
2877,Consumer,28-01-2024
2878,Consumer,27-07-2022
2879,Consumer,31-07-2023
2880,Small Business,02-12-2024
2881,Consumer,12-10-2024
2882,Corporate,26-02-2023
2883,Consumer,21-01-2022
2884,Consumer,21-06-2022
2885,Corporate,31-10-2024
2886,Consumer,13-11-2023
2887,Consumer,21-02-2023
2888,Small Business,28-01-2022
2889,Consumer,30-12-2024
2890,Consumer,25-09-2022
2891,Small Business,09-11-2022
2892,Consumer,18-09-2023
2893,Consumer,13-05-2024
2894,Corporate,11-07-2023
2895,Consumer,21-02-2024
2896,Consumer,01-11-2022
2897,Consumer,24-05-2022
2898,Small Business,27-05-2022
2899,Consumer,12-03-2023
2900,Consumer,01-10-2023
2901,Consumer,28-11-2024
2902,Consumer,04-01-2022
2903,Consumer,26-09-2024
2904,Small Business,10-03-2023
2905,Corporate,17-02-2023
2906,Small Business,02-02-2022
2907,Consumer,01-01-2023
2908,Small Business,14-12-2022
2909,Small Business,23-01-2024
2910,Small Business,08-04-2024
2911,Consumer,27-02-2023
2912,Consumer,06-10-2022
2913,Consumer,08-12-2022
2914,Small Business,22-08-2023
2915,Consumer,05-08-2023
2916,Consumer,10-11-2023
2917,Consumer,08-02-2022
2918,Consumer,01-04-2024
2919,Small Business,25-11-2023
2920,Consumer,27-01-2024
2921,Corporate,12-10-2024
2922,Corporate,19-11-2024
2923,Corporate,04-09-2022
2924,Corporate,28-04-2024
2925,Consumer,19-11-2023
2926,Consumer,01-12-2022
2927,Consumer,19-01-2022
2928,Small Business,20-09-2024
2929,Small Business,25-08-2022
2930,Consumer,05-01-2024
2931,Consumer,21-04-2024
2932,Consumer,31-01-2023
2933,Consumer,29-04-2024
2934,Consumer,02-10-2022
2935,Consumer,18-03-2024
2936,Corporate,11-06-2024
2937,Small Business,10-09-2022
2938,Consumer,28-11-2023
2939,Small Business,02-03-2024
2940,Consumer,09-07-2024
2941,Consumer,11-12-2024
2942,Consumer,14-03-2023
2943,Consumer,15-07-2022
2944,Consumer,13-04-2023
2945,Consumer,29-04-2022
2946,Small Business,11-07-2024
2947,Corporate,20-01-2024
2948,Corporate,26-05-2023
2949,Small Business,31-07-2024
2950,Corporate,14-06-2022
2951,Consumer,25-11-2022
2952,Consumer,24-03-2024
2953,Small Business,23-01-2023
2954,Small Business,04-03-2022
2955,Consumer,20-12-2024
2956,Consumer,24-08-2022
2957,Consumer,10-03-2023
2958,Small Business,24-09-2024
2959,Small Business,05-08-2022
2960,Corporate,21-09-2024
2961,Corporate,12-06-2024
2962,Small Business,13-03-2023
2963,Consumer,13-09-2023
2964,Small Business,03-11-2024
2965,Small Business,28-02-2024
2966,Small Business,11-06-2022
2967,Consumer,05-11-2022
2968,Consumer,03-03-2022
2969,Consumer,16-05-2022
2970,Small Business,30-07-2024
2971,Corporate,13-11-2024
2972,Corporate,29-06-2024
2973,Corporate,07-09-2024
2974,Consumer,17-10-2024
2975,Consumer,24-08-2022
2976,Consumer,29-10-2024
2977,Small Business,18-10-2024
2978,Small Business,30-12-2022
2979,Small Business,30-11-2023
2980,Corporate,30-10-2023
2981,Consumer,10-01-2022
2982,Consumer,26-07-2023
2983,Consumer,21-09-2022
2984,Consumer,28-02-2023
2985,Consumer,16-04-2024
2986,Corporate,11-02-2022
2987,Consumer,26-04-2022
2988,Corporate,14-11-2023
2989,Small Business,07-01-2022
2990,Small Business,03-12-2024
2991,Consumer,17-01-2024
2992,Consumer,30-07-2024
2993,Small Business,28-08-2022
2994,Consumer,02-04-2022
2995,Small Business,21-04-2023
2996,Consumer,01-12-2022
2997,Consumer,04-10-2022
2998,Small Business,14-06-2023
2999,Corporate,21-01-2022
3000,Consumer,26-05-2024
3001,Consumer,25-11-2024
3002,Consumer,05-05-2022
3003,Consumer,22-11-2024
3004,Consumer,09-08-2024
3005,Consumer,29-09-2024
3006,Consumer,16-05-2022
3007,Consumer,15-01-2024
3008,Small Business,05-05-2023
3009,Consumer,15-08-2022
3010,Consumer,13-02-2024
3011,Consumer,25-11-2022
3012,Consumer,14-06-2024
3013,Corporate,18-06-2022
3014,Small Business,29-12-2022
3015,Consumer,09-08-2023
3016,Consumer,13-01-2022
3017,Corporate,05-06-2023
3018,Consumer,05-02-2024
3019,Corporate,18-02-2023
3020,Consumer,22-09-2022
3021,Consumer,29-08-2023
3022,Consumer,11-01-2022
3023,Corporate,26-09-2022
3024,Corporate,24-07-2023
3025,Consumer,22-08-2023
3026,Small Business,26-12-2022
3027,Consumer,18-08-2024
3028,Consumer,20-05-2024
3029,Corporate,23-08-2024
3030,Small Business,16-02-2024
3031,Small Business,15-08-2024
3032,Consumer,12-04-2022
3033,Small Business,26-03-2024
3034,Consumer,01-05-2022
3035,Corporate,27-04-2022
3036,Consumer,07-08-2023
3037,Small Business,19-08-2024
3038,Consumer,10-05-2024
3039,Corporate,05-02-2023
3040,Consumer,17-12-2022
3041,Corporate,08-12-2023
3042,Consumer,11-06-2024
3043,Consumer,12-07-2024
3044,Small Business,27-07-2022
3045,Consumer,04-10-2022
3046,Consumer,02-08-2024
3047,Consumer,21-06-2024
3048,Small Business,12-04-2022
3049,Consumer,02-07-2022
3050,Consumer,10-09-2022
3051,Consumer,03-02-2024
3052,Consumer,13-08-2024
3053,Consumer,05-05-2023
3054,Small Business,09-10-2023
3055,Corporate,14-08-2023
3056,Consumer,12-10-2024
3057,Consumer,23-06-2022
3058,Consumer,03-03-2023
3059,Consumer,25-01-2024
3060,Consumer,25-10-2024
3061,Consumer,23-02-2023
3062,Corporate,14-06-2023
3063,Corporate,28-05-2022
3064,Consumer,12-05-2024
3065,Consumer,28-08-2023
3066,Consumer,23-11-2022
3067,Consumer,18-09-2024
3068,Consumer,30-09-2024
3069,Small Business,09-04-2024
3070,Consumer,14-04-2022
3071,Consumer,28-12-2022
3072,Small Business,25-11-2024
3073,Consumer,12-09-2023
3074,Corporate,07-06-2024
3075,Consumer,13-03-2023
3076,Consumer,11-03-2023
3077,Small Business,15-06-2022
3078,Consumer,18-03-2024
3079,Consumer,11-04-2024
3080,Corporate,28-02-2023
3081,Consumer,27-03-2022
3082,Small Business,10-02-2022
3083,Consumer,17-10-2023
3084,Consumer,16-05-2023
3085,Small Business,15-02-2022
3086,Corporate,30-09-2024
3087,Corporate,11-08-2024
3088,Corporate,05-12-2022
3089,Consumer,25-09-2022
3090,Consumer,20-02-2023
3091,Corporate,05-12-2023
3092,Consumer,11-08-2024
3093,Small Business,13-03-2024
3094,Consumer,21-04-2023
3095,Small Business,22-04-2023
3096,Small Business,07-06-2024
3097,Consumer,02-04-2022
3098,Consumer,07-10-2024
3099,Small Business,31-12-2022
3100,Consumer,25-02-2023
3101,Consumer,03-01-2023
3102,Consumer,07-12-2024
3103,Consumer,24-03-2022
3104,Small Business,19-12-2024
3105,Small Business,25-06-2024
3106,Small Business,28-11-2024
3107,Consumer,25-01-2024
3108,Corporate,07-06-2024
3109,Consumer,16-01-2023
3110,Consumer,22-12-2023
3111,Consumer,02-06-2022
3112,Small Business,27-06-2024
3113,Consumer,04-08-2023
3114,Consumer,31-07-2022
3115,Consumer,21-02-2022
3116,Consumer,28-01-2024
3117,Corporate,26-05-2023
3118,Corporate,08-05-2023
3119,Consumer,06-02-2024
3120,Small Business,06-10-2023
3121,Small Business,16-11-2024
3122,Consumer,05-11-2022
3123,Consumer,05-11-2023
3124,Consumer,14-10-2024
3125,Consumer,26-04-2024
3126,Consumer,16-01-2023
3127,Consumer,22-10-2022
3128,Corporate,20-07-2024
3129,Consumer,06-07-2024
3130,Consumer,30-03-2022
3131,Small Business,13-08-2022
3132,Consumer,05-11-2023
3133,Consumer,01-09-2023
3134,Corporate,26-10-2023
3135,Consumer,16-05-2024
3136,Consumer,24-06-2022
3137,Small Business,12-09-2022
3138,Consumer,20-02-2024
3139,Consumer,12-01-2023
3140,Small Business,10-05-2024
3141,Consumer,20-05-2024
3142,Consumer,31-08-2022
3143,Corporate,10-04-2022
3144,Small Business,06-03-2022
3145,Consumer,21-03-2022
3146,Small Business,22-11-2024
3147,Consumer,10-12-2022
3148,Consumer,05-06-2024
3149,Consumer,26-02-2022
3150,Consumer,13-12-2022
3151,Small Business,19-12-2024
3152,Small Business,05-04-2023
3153,Consumer,27-11-2022
3154,Small Business,11-09-2022
3155,Corporate,29-01-2024
3156,Corporate,17-01-2024
3157,Consumer,01-04-2023
3158,Small Business,06-06-2023
3159,Consumer,03-09-2022
3160,Consumer,08-06-2024
3161,Consumer,28-06-2022
3162,Consumer,28-07-2023
3163,Consumer,21-02-2023
3164,Consumer,19-05-2022
3165,Corporate,03-06-2022
3166,Consumer,22-01-2022
3167,Corporate,14-07-2022
3168,Consumer,22-11-2023
3169,Consumer,23-10-2023
3170,Consumer,12-11-2024
3171,Consumer,22-06-2023
3172,Consumer,17-08-2024
3173,Consumer,20-06-2024
3174,Small Business,01-10-2022
3175,Small Business,16-06-2022
3176,Consumer,23-02-2023
3177,Corporate,29-03-2022
3178,Small Business,17-12-2024
3179,Consumer,09-09-2022
3180,Small Business,19-03-2023
3181,Small Business,05-02-2022
3182,Consumer,24-06-2022
3183,Corporate,04-07-2023
3184,Small Business,19-07-2024
3185,Corporate,08-02-2024
3186,Corporate,25-02-2022
3187,Consumer,19-09-2023
3188,Consumer,22-03-2023
3189,Consumer,12-04-2024
3190,Consumer,09-03-2024
3191,Corporate,10-09-2022
3192,Consumer,24-10-2023
3193,Consumer,28-07-2022
3194,Consumer,25-02-2023
3195,Corporate,04-03-2022
3196,Small Business,11-09-2024
3197,Consumer,18-02-2024
3198,Consumer,24-08-2022
3199,Consumer,19-06-2022
3200,Consumer,26-11-2024
3201,Consumer,03-02-2023
3202,Small Business,20-06-2024
3203,Consumer,28-12-2023
3204,Consumer,05-12-2022
3205,Corporate,04-08-2023
3206,Consumer,23-04-2024
3207,Consumer,26-12-2023
3208,Corporate,29-01-2022
3209,Consumer,23-10-2023
3210,Consumer,03-02-2024
3211,Consumer,17-02-2024
3212,Consumer,16-02-2022
3213,Consumer,05-11-2024
3214,Consumer,10-12-2022
3215,Consumer,22-11-2023
3216,Small Business,04-04-2023
3217,Consumer,11-03-2022
3218,Consumer,31-03-2023
3219,Consumer,13-08-2023
3220,Consumer,29-10-2023
3221,Consumer,15-10-2022
3222,Consumer,08-02-2022
3223,Consumer,10-01-2024
3224,Consumer,22-04-2023
3225,Small Business,17-09-2024
3226,Consumer,11-01-2024
3227,Small Business,05-01-2024
3228,Corporate,26-04-2023
3229,Small Business,11-09-2023
3230,Small Business,29-11-2023
3231,Consumer,14-03-2024
3232,Consumer,29-06-2023
3233,Consumer,22-05-2024
3234,Consumer,30-09-2024
3235,Small Business,30-12-2023
3236,Consumer,02-10-2022
3237,Corporate,16-07-2022
3238,Consumer,02-09-2022
3239,Consumer,23-01-2023
3240,Consumer,26-09-2024
3241,Corporate,22-06-2024
3242,Consumer,04-08-2024
3243,Corporate,15-06-2024
3244,Small Business,27-12-2022
3245,Consumer,19-05-2024
3246,Consumer,09-03-2022
3247,Consumer,30-08-2022
3248,Small Business,11-03-2023
3249,Consumer,16-11-2023
3250,Consumer,07-04-2022
3251,Consumer,18-05-2024
3252,Consumer,04-03-2022
3253,Consumer,07-08-2022
3254,Consumer,29-03-2023
3255,Small Business,10-06-2023
3256,Consumer,02-12-2024
3257,Corporate,03-07-2024
3258,Small Business,10-05-2022
3259,Corporate,25-02-2023
3260,Corporate,07-01-2022
3261,Corporate,30-01-2023
3262,Consumer,16-09-2023
3263,Corporate,08-05-2022
3264,Consumer,04-12-2024
3265,Consumer,29-11-2023
3266,Consumer,14-06-2022
3267,Small Business,26-10-2023
3268,Consumer,22-03-2024
3269,Corporate,27-02-2023
3270,Consumer,24-12-2022
3271,Small Business,04-08-2024
3272,Small Business,25-06-2022
3273,Consumer,22-04-2024
3274,Consumer,02-09-2022
3275,Small Business,21-12-2023
3276,Small Business,24-05-2023
3277,Consumer,22-04-2023
3278,Consumer,08-08-2022
3279,Consumer,11-08-2024
3280,Consumer,19-01-2024
3281,Small Business,08-04-2023
3282,Small Business,26-03-2023
3283,Consumer,04-07-2023
3284,Consumer,08-09-2024
3285,Consumer,14-11-2023
3286,Corporate,13-10-2024
3287,Corporate,20-11-2023
3288,Consumer,03-12-2024
3289,Small Business,13-09-2024
3290,Consumer,29-04-2022
3291,Consumer,03-07-2024
3292,Consumer,01-10-2024
3293,Consumer,27-01-2023
3294,Consumer,19-07-2024
3295,Small Business,02-05-2023
3296,Consumer,10-10-2024
3297,Consumer,29-08-2024
3298,Consumer,26-04-2022
3299,Corporate,28-02-2024
3300,Consumer,08-02-2024
3301,Consumer,26-04-2023
3302,Corporate,18-07-2023
3303,Consumer,07-10-2024
3304,Corporate,12-06-2024
3305,Corporate,23-05-2023
3306,Corporate,08-03-2022
3307,Consumer,27-10-2024
3308,Small Business,06-03-2023
3309,Small Business,27-12-2023
3310,Consumer,19-04-2024
3311,Consumer,09-03-2022
3312,Consumer,13-08-2022
3313,Consumer,03-04-2024
3314,Small Business,11-05-2022
3315,Consumer,21-12-2022
3316,Consumer,21-12-2023
3317,Consumer,19-05-2023
3318,Consumer,19-07-2023
3319,Consumer,01-11-2024
3320,Consumer,17-03-2022
3321,Small Business,23-02-2023
3322,Consumer,10-12-2022
3323,Corporate,24-02-2024
3324,Consumer,04-06-2024
3325,Small Business,03-12-2022
3326,Consumer,01-05-2023
3327,Consumer,21-02-2022
3328,Consumer,10-05-2024
3329,Consumer,04-04-2022
3330,Consumer,15-12-2024
3331,Consumer,14-04-2022
3332,Consumer,28-03-2022
3333,Consumer,18-05-2024
3334,Consumer,09-09-2022
3335,Consumer,07-02-2024
3336,Consumer,22-10-2023
3337,Consumer,10-08-2022
3338,Small Business,22-05-2024
3339,Corporate,09-09-2023
3340,Consumer,28-07-2024
3341,Consumer,13-02-2023
3342,Consumer,24-08-2022
3343,Consumer,22-12-2022
3344,Consumer,18-12-2022
3345,Consumer,26-10-2023
3346,Corporate,12-09-2022
3347,Consumer,11-09-2023
3348,Consumer,04-09-2022
3349,Small Business,24-11-2023
3350,Consumer,24-12-2022
3351,Consumer,31-10-2023
3352,Small Business,24-10-2024
3353,Consumer,15-04-2024
3354,Corporate,28-02-2023
3355,Consumer,29-03-2023
3356,Consumer,06-10-2022
3357,Consumer,18-08-2022
3358,Corporate,19-11-2024
3359,Corporate,12-10-2023
3360,Small Business,15-05-2022
3361,Consumer,25-11-2024
3362,Small Business,03-01-2023
3363,Consumer,25-11-2024
3364,Small Business,15-06-2023
3365,Consumer,11-01-2024
3366,Corporate,02-08-2023
3367,Consumer,15-11-2024
3368,Consumer,25-11-2023
3369,Consumer,31-01-2022
3370,Consumer,25-02-2023
3371,Consumer,26-12-2023
3372,Corporate,22-08-2024
3373,Consumer,01-03-2024
3374,Small Business,16-08-2022
3375,Corporate,17-11-2022
3376,Consumer,03-01-2024
3377,Consumer,09-03-2022
3378,Small Business,07-09-2023
3379,Corporate,19-02-2022
3380,Small Business,30-01-2022
3381,Corporate,25-04-2024
3382,Small Business,18-10-2022
3383,Consumer,11-01-2023
3384,Corporate,15-02-2024
3385,Consumer,12-07-2024
3386,Corporate,28-02-2022
3387,Consumer,22-12-2023
3388,Consumer,10-01-2023
3389,Consumer,24-05-2024
3390,Small Business,11-03-2022
3391,Consumer,08-09-2024
3392,Corporate,03-11-2023
3393,Corporate,28-10-2024
3394,Small Business,11-10-2024
3395,Consumer,21-10-2023
3396,Corporate,18-05-2023
3397,Consumer,31-10-2023
3398,Corporate,26-07-2023
3399,Consumer,03-02-2024
3400,Consumer,28-11-2022
3401,Consumer,01-09-2022
3402,Consumer,19-09-2022
3403,Consumer,19-02-2024
3404,Corporate,20-05-2024
3405,Consumer,21-09-2023
3406,Consumer,06-04-2023
3407,Consumer,28-12-2022
3408,Small Business,27-10-2024
3409,Small Business,05-03-2024
3410,Consumer,09-11-2023
3411,Small Business,18-10-2023
3412,Consumer,31-12-2024
3413,Consumer,03-10-2022
3414,Consumer,09-02-2024
3415,Corporate,06-12-2023
3416,Consumer,06-09-2024
3417,Consumer,07-03-2023
3418,Consumer,16-08-2023
3419,Small Business,03-10-2024
3420,Corporate,20-11-2022
3421,Consumer,24-12-2024
3422,Consumer,26-11-2024
3423,Consumer,25-10-2022
3424,Small Business,02-12-2023
3425,Corporate,14-05-2022
3426,Consumer,30-04-2024
3427,Corporate,23-05-2024
3428,Consumer,16-08-2023
3429,Corporate,20-12-2023
3430,Consumer,18-05-2024
3431,Corporate,09-06-2023
3432,Consumer,11-09-2022
3433,Small Business,22-09-2024
3434,Corporate,15-02-2022
3435,Consumer,24-07-2022
3436,Small Business,18-10-2023
3437,Consumer,02-03-2024
3438,Small Business,11-09-2024
3439,Consumer,09-04-2024
3440,Consumer,01-03-2023
3441,Consumer,26-12-2023
3442,Consumer,07-03-2024
3443,Corporate,23-11-2022
3444,Small Business,09-11-2023
3445,Consumer,25-03-2023
3446,Consumer,05-12-2023
3447,Consumer,13-08-2024
3448,Consumer,28-04-2023
3449,Consumer,22-10-2024
3450,Corporate,04-03-2022
3451,Consumer,04-05-2023
3452,Consumer,18-09-2023
3453,Consumer,22-04-2024
3454,Consumer,21-01-2024
3455,Corporate,27-05-2022
3456,Consumer,06-04-2023
3457,Consumer,18-02-2022
3458,Consumer,17-07-2024
3459,Consumer,02-10-2024
3460,Consumer,14-01-2023
3461,Corporate,25-05-2022
3462,Small Business,04-10-2022
3463,Corporate,18-01-2023
3464,Small Business,16-09-2023
3465,Consumer,25-11-2022
3466,Consumer,17-10-2024
3467,Consumer,22-09-2024
3468,Corporate,24-06-2024
3469,Corporate,08-10-2024
3470,Consumer,23-09-2024
3471,Consumer,17-07-2024
3472,Consumer,19-04-2024
3473,Consumer,30-12-2022
3474,Consumer,04-10-2022
3475,Consumer,06-05-2022
3476,Consumer,05-11-2024
3477,Consumer,03-10-2024
3478,Corporate,05-07-2022
3479,Consumer,22-02-2024
3480,Consumer,08-02-2023
3481,Consumer,11-10-2024
3482,Consumer,30-05-2022
3483,Consumer,30-03-2023
3484,Consumer,17-01-2023
3485,Consumer,16-11-2022
3486,Consumer,15-08-2023
3487,Small Business,07-09-2022
3488,Consumer,01-06-2023
3489,Consumer,23-07-2022
3490,Consumer,22-11-2024
3491,Consumer,10-06-2022
3492,Consumer,28-11-2023
3493,Consumer,24-07-2024
3494,Consumer,23-06-2022
3495,Consumer,27-02-2024
3496,Corporate,20-02-2023
3497,Consumer,19-04-2024
3498,Small Business,13-08-2022
3499,Small Business,11-02-2023
3500,Consumer,02-08-2022
3501,Corporate,26-12-2024
3502,Consumer,02-04-2024
3503,Consumer,26-05-2024
3504,Consumer,11-05-2023
3505,Consumer,16-11-2022
3506,Consumer,22-12-2022
3507,Consumer,13-08-2022
3508,Small Business,01-07-2022
3509,Consumer,02-06-2024
3510,Consumer,16-06-2022
3511,Small Business,23-07-2024
3512,Consumer,11-01-2022
3513,Small Business,04-10-2022
3514,Consumer,23-08-2023
3515,Consumer,11-10-2022
3516,Consumer,17-11-2022
3517,Consumer,06-02-2022
3518,Consumer,07-10-2023
3519,Consumer,03-05-2024
3520,Consumer,18-07-2022
3521,Small Business,20-10-2022
3522,Small Business,26-11-2023
3523,Corporate,06-06-2023
3524,Small Business,19-05-2023
3525,Consumer,30-06-2024
3526,Consumer,02-02-2022
3527,Small Business,09-04-2023
3528,Consumer,06-08-2023
3529,Corporate,16-02-2022
3530,Consumer,02-01-2024
3531,Small Business,07-02-2023
3532,Corporate,27-12-2024
3533,Small Business,30-08-2024
3534,Consumer,22-04-2022
3535,Consumer,12-11-2024
3536,Consumer,20-11-2022
3537,Consumer,18-10-2024
