OrderID,OrderDate,Region,City,Channel,PaymentMethod,CustomerKey,ProductKey,Quantity,UnitPrice,Discount(%),ShippingFee,Tax_Rate,Returned,ReturnReason,GrossAmount,DiscountAmount,TaxAmount,NetRevenue
713184,2024-07-17,West,Indore,Distributor,UPI,6460,6,5,1183,0,99,0.18,0,,5915.00,0.00,1082.52,7096.52
713185,2024-05-25,East,Bhubaneswar,Online,UPI,6627,10,4,1525,0,49,0.18,0,,6100.00,0.00,1106.82,7255.82
713186,2024-11-23,South,Kochi,Online,UPI,2911,9,4,1487,0.1,0,0.18,0,,5948.00,594.80,963.58,6316.78
713187,2024-01-10,South,Hyderabad,Retail,NetBanking,3709,10,3,17840,0.15,0,0.18,0,,53520.00,8028.00,8188.56,53680.56
713188,2024-01-12,South,Kochi,Retail,Card,10918,15,4,9291,0.05,99,0.18,1,No Longer Needed,37164.00,1858.20,6372.86,41777.66
713189,2024-07-19,North,Jaipur,Online,UPI,5082,7,3,490,0.05,99,0.18,0,,1470.00,73.50,269.19,1764.69
713190,2024-01-25,West,Pune,Retail,UPI,2077,9,3,2256,0.15,49,0.18,0,,6768.00,1015.20,1044.32,6846.12
713191,2024-02-13,North,Delhi,Online,COD,4069,1,3,26600,0.15,0,0.18,0,,79800.00,11970.00,12209.40,80039.40
713192,2024-11-26,East,Guwahati,Retail,UPI,6706,4,7,62336,0.05,99,0.18,0,,436352.00,21817.60,74634.01,489267.41
713193,2024-10-22,East,Patna,Retail,Card,9618,5,4,3553,0.05,149,0.18,0,,14212.00,710.60,2457.07,16107.47
713194,2024-06-16,West,Mumbai,Retail,UPI,4363,5,2,1378,0.15,49,0.18,0,,2756.00,413.40,430.49,2822.09
713195,2024-10-16,North,Jaipur,Online,UPI,839,2,3,61503,0,99,0.18,0,,184509.00,0.00,33229.44,217837.44
713196,2024-06-03,South,Hyderabad,Online,UPI,4379,15,6,43938,0,0,0.18,0,,263628.00,0.00,47453.04,311081.04
713197,2024-08-03,East,Kolkata,Online,Card,4926,12,3,62993,0.1,49,0.18,1,Wrong Item,188979.00,18897.90,30623.42,200753.52
713198,2024-02-29,South,Kochi,Retail,UPI,7369,4,2,61817,0.2,49,0.18,0,,123634.00,24726.80,17812.12,116768.32
713199,2024-10-10,West,Mumbai,Online,COD,5735,5,3,3946,0.1,49,0.18,0,,11838.00,1183.80,1926.58,12629.78
713200,2024-01-28,North,Jaipur,Retail,Card,7761,9,3,925,0.25,99,0.18,0,,2775.00,693.75,392.44,2572.69
713201,2024-04-03,West,Mumbai,Retail,UPI,11922,2,4,20532,0.1,99,0.18,0,,82128.00,8212.80,13322.56,87336.76
713202,2024-05-31,North,Jaipur,Online,Card,6299,5,4,309,0.2,99,0.18,0,,1236.00,247.20,195.80,1283.60
713203,2024-03-26,South,Hyderabad,Online,COD,9245,1,2,56743,0,99,0.18,0,,113486.00,0.00,20445.30,134030.30
713204,2024-12-28,East,Guwahati,Distributor,UPI,9902,7,4,2259,0.1,199,0.18,0,,9036.00,903.60,1499.65,9831.05
713205,2024-07-26,North,Lucknow,Retail,UPI,6731,6,2,4181,0.05,49,0.18,0,,8362.00,418.10,1438.72,9431.62
713206,2024-11-21,South,Bengaluru,Online,Card,9826,14,3,30303,0,0,0.18,0,,90909.00,0.00,16363.62,107272.62
713207,2024-12-05,South,Hyderabad,Online,UPI,6438,1,1,19374,0,0,0.18,0,,19374.00,0.00,3487.32,22861.32
713208,2024-01-19,West,Mumbai,Online,UPI,84,8,4,21033,0.15,99,0.18,0,,84132.00,12619.80,12890.02,84501.22
713209,2024-09-11,East,Kolkata,Online,UPI,5177,6,2,2568,0,49,0.18,0,,5136.00,0.00,933.30,6118.30
713210,2024-06-04,East,Patna,Retail,UPI,9992,8,3,22929,0,99,0.18,0,,68787.00,0.00,12399.48,81285.48
713211,2024-12-23,South,Chennai,Retail,Card,4095,2,3,61500,1.1,0,0.18,0,,184500.00,0.00,33210.00,217710.00
713212,2024-06-21,East,Kolkata,Online,Card,7291,15,3,42874,0.1,149,0.18,0,,128622.00,12862.20,20863.58,136772.38
713213,2024-08-03,East,Guwahati,Online,UPI,6802,1,1,9280,0,49,0.18,0,,9280.00,0.00,1679.22,11008.22
713214,2024-07-08,East,Bhubaneswar,Online,Card,2036,7,3,2107,0,49,0.18,0,,6321.00,0.00,1146.60,7516.60
713215,2024-11-11,South,Hyderabad,Online,Card,8381,4,2,44825,0.15,0,0.18,0,,89650.00,13447.50,13716.45,89918.95
713216,2024-09-02,East,Patna,Retail,UPI,10822,8,3,38419,0,0,0.18,0,,115257.00,0.00,20746.26,136003.26
713217,2024-01-12,North,Chandigarh,Retail,Card,5607,14,7,54621,0.05,0,0.18,0,,382347.00,19117.35,65381.34,428610.99
713218,2024-07-11,North,Jaipur,Distributor,Card,10251,10,2,14540,0,0,0.18,0,,29080.00,0.00,5234.40,34314.40
713219,2024-01-01,South,Chennai,Online,Card,5779,14,3,29707,0,49,0.18,0,,89121.00,0.00,16050.60,105220.60
713220,2024-09-06,South,Kochi,Retail,UPI,5758,4,4,16935,0.1,149,0.18,0,,67740.00,6774.00,11000.70,72115.70
713221,2024-04-07,South,Chennai,Online,UPI,10967,14,4,20180,0.05,0,0.18,0,,80720.00,4036.00,13803.12,90487.12
713222,2024-10-08,East,Guwahati,Online,Card,3803,7,5,4355,0,49,0.18,0,,21775.00,0.00,3928.32,25752.32
713223,2024-05-09,North,Jaipur,Online,NetBanking,1763,1,4,45059,0,99,0.18,1,Late Delivery,180236.00,0.00,32460.30,212795.30
713224,2024-01-01,North,Jaipur,Online,UPI,2511,11,4,17500,0,199,0.18,0,,70000.00,0.00,12635.82,82834.82
713225,2024-10-20,South,Chennai,Retail,Card,10348,4,3,58791,0.1,149,0.18,0,,176373.00,17637.30,28599.25,187483.95
713226,2024-10-16,South,Kochi,Online,UPI,5386,2,1,25712,0,149,0.18,0,,25712.00,0.00,4654.98,30515.98
713227,2024-06-26,South,Chennai,Online,UPI,3996,3,3,36522,0,49,0.18,0,,109566.00,0.00,19730.70,129345.70
713228,2024-07-27,East,Patna,Online,UPI,2005,5,5,4401,0,99,0.18,0,,22005.00,0.00,3978.72,26082.72
713229,2024-10-13,South,Hyderabad,Online,Card,10068,11,4,5141,0.05,0,0.18,1,No Longer Needed,20564.00,1028.20,3516.44,23052.24
713230,2024-11-03,South,Bengaluru,Online,NetBanking,3193,6,3,1390,0.2,199,0.18,0,,4170.00,834.00,636.30,4171.30
713231,2024-03-09,North,Jaipur,Retail,UPI,5787,1,1,26355,0,0,0.18,0,,26355.00,0.00,4743.90,31098.90
713232,2024-06-22,West,Pune,Retail,NetBanking,74,12,8,55345,0,149,0.18,0,,442760.00,0.00,79723.62,522632.62
713233,2024-04-09,West,Indore,Retail,Card,10515,6,4,526,0.1,99,0.18,0,,2104.00,210.40,358.67,2351.27
713234,2024-10-17,North,Jaipur,Online,Card,1711,9,4,692,0.05,99,0.18,0,,2768.00,138.40,491.15,3219.75
713235,2024-08-05,East,Patna,Online,UPI,4865,3,3,61114,0.05,49,0.18,0,,183342.00,9167.10,31360.30,205584.20
713236,2024-12-06,East,Bhubaneswar,Online,UPI,3594,3,2,43148,1.1,49,0.18,0,,86296.00,0.00,15542.10,101887.10
713237,2024-08-24,West,Ahmedabad,Retail,UPI,4937,4,5,18029,0.2,0,0.18,0,,90145.00,18029.00,12980.88,85096.88
713238,2024-10-04,North,Delhi,Online,COD,3838,7,4,972,0,49,0.18,0,,3888.00,0.00,708.66,4645.66
713239,2024-03-25,West,Pune,Retail,Card,789,10,2,12771,0.05,49,0.18,0,,25542.00,1277.10,4376.50,28690.40
713240,2024-01-18,West,Pune,Online,UPI,9424,13,3,1435,0,0,0.18,1,Late Delivery,4305.00,0.00,774.90,5079.90
713241,2024-09-21,North,Chandigarh,Online,Card,812,13,3,3189,0.05,199,0.18,0,,9567.00,478.35,1671.78,10959.43
713242,2024-08-30,North,Chandigarh,Online,UPI,6712,1,5,63588,0.15,0,0.18,0,,317940.00,47691.00,48644.82,318893.82
713243,2024-09-29,West,Ahmedabad,Online,UPI,2197,15,4,51934,0.05,49,0.18,1,Wrong Item,207736.00,10386.80,35531.68,232929.88
713244,2024-05-20,South,Chennai,Online,UPI,7552,11,5,6131,0,149,0.18,0,,30655.00,0.00,5544.72,36348.72
713245,2024-06-18,North,Jaipur,Online,NetBanking,7139,5,3,418,0.1,0,0.18,0,,1254.00,125.40,203.15,1331.75
713246,2024-09-09,North,Jaipur,Distributor,NetBanking,11496,1,5,34606,0,0,0.18,0,,173030.00,0.00,31145.40,204175.40
713247,2024-11-08,North,Chandigarh,Online,UPI,2184,15,3,20777,0,49,0.18,0,,62331.00,0.00,11228.40,73608.40
713248,2024-10-09,West,Indore,Online,Card,10932,4,5,33911,0.05,199,0.18,0,,169555.00,8477.75,29029.72,190305.97
713249,2024-09-17,North,Chandigarh,Online,UPI,1067,1,7,55590,0.2,49,0.18,0,,389130.00,77826.00,56043.54,367396.54
713250,2024-10-12,West,Indore,Distributor,Card,8842,9,2,368,0,0,0.18,0,,736.00,0.00,132.48,868.48
713251,2024-07-20,East,Guwahati,Online,NetBanking,10520,11,6,17870,0.05,149,0.18,0,,107220.00,5361.00,18361.44,120369.44
713252,2024-10-23,South,Kochi,Retail,UPI,2166,7,1,3294,0,149,0.18,0,,3294.00,0.00,619.74,4062.74
713253,2024-04-27,North,Delhi,Online,NetBanking,7664,10,4,2844,0.1,199,0.18,0,,11376.00,1137.60,1878.73,12316.13
713254,2024-06-14,East,Kolkata,Retail,Card,10637,9,3,3499,0,99,0.18,0,,10497.00,0.00,1907.28,12503.28
713255,2024-01-18,North,Chandigarh,Retail,UPI,5575,1,3,16452,0,49,0.18,0,,49356.00,0.00,8892.90,58297.90
713256,2024-05-11,West,Indore,Online,UPI,9280,1,1,44097,0.25,199,0.18,0,,44097.00,11024.25,5988.92,39260.67
713257,2024-03-08,North,Chandigarh,Retail,Card,1368,14,3,34232,0,0,0.18,0,,102696.00,0.00,18485.28,121181.28
713258,2024-07-04,West,Ahmedabad,Online,COD,9026,7,4,2710,0,149,0.18,0,,10840.00,0.00,1978.02,12967.02
713259,2024-10-21,North,Lucknow,Retail,UPI,6526,7,1,3581,0,149,0.18,0,,3581.00,0.00,671.40,4401.40
713260,2024-01-07,North,Lucknow,Retail,Card,11291,10,3,3419,0.1,99,0.18,0,,10257.00,1025.70,1679.45,11009.75
713261,2024-01-20,South,Chennai,Online,Card,4685,11,6,6254,0.1,0,0.18,0,,37524.00,3752.40,6078.89,39850.49
713262,2024-08-08,North,Delhi,Online,UPI,2683,5,4,2639,0.15,49,0.18,0,,10556.00,1583.40,1623.89,10645.49
713263,2024-08-30,West,Mumbai,Retail,UPI,5458,11,2,16130,0.05,149,0.18,0,,32260.00,1613.00,5543.28,36339.28
713264,2024-06-18,South,Bengaluru,Retail,NetBanking,4060,14,2,61510,0.2,149,0.18,0,,123020.00,24604.00,17741.70,116306.70
713265,2024-04-27,South,Bengaluru,Retail,UPI,6182,6,3,3795,0.05,49,0.18,0,,11385.00,569.25,1955.66,12820.41
713266,2024-08-27,West,Mumbai,Online,UPI,5256,5,3,2207,0,99,0.18,0,,6621.00,0.00,1209.60,7929.60
713267,2024-01-30,South,Chennai,Online,UPI,1885,1,7,24472,0,149,0.18,0,,171304.00,0.00,30861.54,202314.54
713268,2024-09-12,South,Kochi,Distributor,Card,10747,13,3,893,0,0,0.18,0,,2679.00,0.00,482.22,3161.22
713269,2024-03-17,West,Mumbai,Online,Card,883,13,2,4124,0.05,149,0.18,0,,8248.00,412.40,1437.23,9421.83
713270,2024-11-05,North,Delhi,Online,UPI,8798,6,2,1599,0,99,0.18,0,,3198.00,0.00,593.46,3890.46
713271,2024-09-26,East,Patna,Online,Card,6740,1,5,50557,0.15,49,0.18,0,,252785.00,37917.75,38684.92,253601.17
713272,2024-01-26,West,Mumbai,Online,UPI,7700,11,4,8020,0.2,99,0.18,0,,32080.00,6416.00,4637.34,30400.34
713273,2024-01-20,North,Lucknow,Online,Card,2771,14,2,12196,0.05,49,0.18,0,,24392.00,1219.60,4179.85,27401.25
713274,2024-03-21,West,Mumbai,Online,UPI,10379,15,3,34300,0.2,199,0.18,0,,102900.00,20580.00,14853.42,97372.42
713275,2024-03-13,North,Lucknow,Online,UPI,6934,12,1,32197,0,0,0.18,0,,32197.00,0.00,5795.46,37992.46
713276,2024-11-23,South,Bengaluru,Distributor,COD,1380,14,3,19250,0,99,0.18,0,,57750.00,0.00,10412.82,68261.82
713277,2024-08-27,West,Pune,Distributor,UPI,5403,15,5,8269,0.05,99,0.18,0,,41345.00,2067.25,7087.82,46464.57
713278,2024-09-30,West,Mumbai,Online,NetBanking,2076,9,3,506,0.1,199,0.18,1,Damaged,1518.00,151.80,281.74,1846.94
713279,2024-05-05,North,Chandigarh,Online,UPI,9620,1,5,12562,0,0,0.18,0,,62810.00,0.00,11305.80,74115.80
713280,2024-08-28,North,Lucknow,Retail,NetBanking,5527,14,5,56606,0.2,49,0.18,0,,283030.00,56606.00,40765.14,267238.14
713281,2024-04-17,South,Chennai,Retail,Card,5654,6,6,1052,0.05,149,0.18,0,,6312.00,315.60,1106.17,7251.57
713282,2024-01-09,East,Patna,Online,UPI,10559,6,2,1777,0.05,0,0.18,0,,3554.00,177.70,607.73,3984.03
713283,2024-05-13,North,Lucknow,Online,UPI,6239,2,1,48235,0,149,0.18,1,Damaged,48235.00,0.00,8709.12,57093.12
713284,2024-10-18,North,Delhi,Retail,UPI,3960,10,3,16392,0.1,99,0.18,0,,49176.00,4917.60,7984.33,52341.73
713285,2024-08-02,East,Kolkata,Retail,Card,8952,2,3,36060,0.05,149,0.18,0,,108180.00,5409.00,18525.60,121445.60
713286,2024-02-12,South,Kochi,Retail,UPI,6501,1,2,35742,0.1,149,0.18,0,,71484.00,7148.40,11607.23,76091.83
713287,2024-09-28,West,Indore,Distributor,COD,9624,4,2,62812,0.05,0,0.18,1,Wrong Item,125624.00,6281.20,21481.70,140824.50
713288,2024-12-02,North,Chandigarh,Retail,COD,10656,1,4,40045,0.05,199,0.18,0,,160180.00,8009.00,27426.60,179796.60
713289,2024-06-18,East,Kolkata,Online,COD,6204,2,4,50365,0.1,99,0.18,0,,201460.00,20146.00,32654.34,214067.34
713290,2024-11-07,North,Chandigarh,Online,UPI,9344,15,4,53745,0,99,0.18,0,,214980.00,0.00,38714.22,253793.22
713291,2024-07-08,East,Guwahati,Online,Card,11075,10,2,1660,0,49,0.18,0,,3320.00,0.00,606.42,3975.42
713292,2024-07-08,South,Kochi,Retail,UPI,4940,5,2,371,0.2,99,0.18,0,,742.00,148.40,124.67,817.27
713293,2024-11-15,West,Ahmedabad,Distributor,UPI,985,11,3,5204,0.1,99,0.18,0,,15612.00,1561.20,2546.96,16696.76
713294,2024-07-30,North,Delhi,Online,Card,1385,11,4,8817,0.15,49,0.18,0,,35268.00,5290.20,5404.82,35431.62
713295,2024-12-12,West,Mumbai,Online,Card,3097,7,4,4218,0,0,0.18,0,,16872.00,0.00,3036.96,19908.96
713296,2024-10-04,West,Ahmedabad,Retail,Card,11374,5,4,996,0.05,0,0.18,0,,3984.00,199.20,681.26,4466.06
713297,2024-07-22,East,Bhubaneswar,Distributor,NetBanking,11452,9,4,3184,0.15,99,0.18,0,,12736.00,1910.40,1966.43,12891.03
713298,2024-06-29,North,Lucknow,Online,NetBanking,9393,13,4,2298,0.1,99,0.18,0,,9192.00,919.20,1506.92,9878.72
713299,2024-07-28,South,Bengaluru,Retail,UPI,5667,12,3,30631,0,49,0.18,0,,91893.00,0.00,16549.56,108491.56
713300,2024-09-07,North,Jaipur,Online,Card,275,6,3,1486,0,49,0.18,0,,4458.00,0.00,811.26,5318.26
713301,2024-05-24,South,Kochi,Retail,Card,7088,7,5,510,0.1,0,0.18,0,,2550.00,255.00,413.10,2708.10
713302,2024-04-30,North,Chandigarh,Distributor,NetBanking,6152,15,6,29865,0,149,0.18,0,,179190.00,0.00,32281.02,211620.02
713303,2024-05-12,South,Bengaluru,Online,NetBanking,2252,9,5,1215,0.05,199,0.18,0,,6075.00,303.75,1074.64,7044.89
713304,2024-03-13,South,Kochi,Retail,COD,1375,12,5,25097,0.1,49,0.18,0,,125485.00,12548.50,20337.39,133322.89
713305,2024-09-01,South,Kochi,Online,UPI,9143,14,3,22543,0,199,0.18,1,Late Delivery,67629.00,0.00,12209.04,80037.04
713306,2024-01-18,West,Ahmedabad,Online,NetBanking,6493,10,2,16563,0.15,99,0.18,0,,33126.00,4968.90,5086.10,33342.20
713307,2024-10-08,North,Lucknow,Retail,UPI,2963,8,11,19980,0,0,0.18,0,,219780.00,0.00,39560.40,259340.40
713308,2024-10-16,South,Kochi,Retail,UPI,576,11,7,8066,0.1,149,0.18,0,,56462.00,5646.20,9173.66,60138.46
713309,2024-10-18,East,Patna,Online,Card,3139,6,6,4274,0.05,149,0.18,0,,25644.00,1282.20,4411.94,28922.74
713310,2024-06-02,North,Chandigarh,Online,Card,11339,15,4,54260,0.1,99,0.18,0,,217040.00,21704.00,35178.30,230613.30
713311,2024-09-29,West,Ahmedabad,Online,UPI,6594,1,2,11257,0.2,0,0.18,0,,22514.00,4502.80,3242.02,21253.22
713312,2024-10-27,North,Jaipur,Online,COD,5166,5,6,2542,0.05,0,0.18,0,,15252.00,762.60,2608.09,17097.49
713313,2024-11-14,South,Kochi,Online,COD,3752,13,4,1177,0.05,0,0.18,0,,4708.00,235.40,805.07,5277.67
713314,2024-11-21,North,Chandigarh,Online,NetBanking,2170,14,2,10634,0.2,0,0.18,1,Wrong Item,21268.00,4253.60,3062.59,20076.99
713315,2024-09-24,East,Guwahati,Online,COD,2567,3,2,34542,0.15,99,0.18,0,,69084.00,10362.60,10587.67,69408.07
713316,2024-11-15,East,Guwahati,Online,NetBanking,2902,6,3,2439,0.1,49,0.18,0,,7317.00,731.70,1194.17,7828.47
713317,2024-12-26,West,Mumbai,Retail,NetBanking,1538,11,4,15016,0,49,0.18,0,,60064.00,0.00,10820.34,70933.34
713318,2024-12-03,North,Delhi,Online,COD,5893,15,3,38606,0.05,49,0.18,1,Wrong Item,115818.00,5790.90,19813.70,129889.80
713319,2024-02-04,North,Chandigarh,Online,NetBanking,6157,14,2,12311,0,99,0.18,0,,24622.00,0.00,4449.78,29170.78
713320,2024-03-12,North,Delhi,Online,UPI,3347,13,2,2342,0,0,0.18,0,,4684.00,0.00,843.12,5527.12
713321,2024-03-05,South,Chennai,Online,UPI,10231,10,1,6692,0,99,0.18,0,,6692.00,0.00,1222.38,8013.38
713322,2024-07-16,West,Ahmedabad,Online,COD,4079,9,3,2295,0.15,49,0.18,0,,6885.00,1032.75,1062.22,6963.47
713323,2024-03-04,South,Bengaluru,Retail,NetBanking,5180,1,3,52224,0.1,49,0.18,0,,156672.00,15667.20,25389.68,166443.48
713324,2024-01-04,North,Chandigarh,Retail,Card,2556,10,4,10931,0,199,0.18,0,,43724.00,0.00,7906.14,51829.14
713325,2024-11-23,East,Guwahati,Online,UPI,6929,7,2,2281,0.05,149,0.18,0,,4562.00,228.10,806.92,5289.82
713326,2024-04-06,South,Kochi,Online,COD,8654,6,4,3104,0.05,0,0.18,1,Late Delivery,12416.00,620.80,2123.14,13918.34
713327,2024-11-15,South,Hyderabad,Online,COD,3306,13,4,3282,0.25,0,0.18,1,No Longer Needed,13128.00,3282.00,1772.28,11618.28
713328,2024-07-24,West,Mumbai,Online,Card,7647,8,3,9015,0,0,0.18,0,,27045.00,0.00,4868.10,31913.10
713329,2024-06-18,South,Hyderabad,Online,COD,2269,12,3,48341,0,0,0.18,1,Damaged,145023.00,0.00,26104.14,171127.14
713330,2024-06-27,West,Mumbai,Retail,UPI,3670,10,1,5028,0,149,0.18,0,,5028.00,0.00,931.86,6108.86
713331,2024-10-20,West,Ahmedabad,Distributor,NetBanking,4499,15,6,60910,0,99,0.18,0,,365460.00,0.00,65800.62,431359.62
713332,2024-03-28,South,Hyderabad,Online,UPI,11602,11,3,14285,0.05,199,0.18,0,,42855.00,2142.75,7364.02,48275.27
713333,2024-04-29,South,Bengaluru,Retail,Card,2795,11,4,4626,0.05,49,0.18,0,,18504.00,925.20,3173.00,20800.80
713334,2024-03-24,North,Jaipur,Retail,Card,2361,7,4,4375,0.05,149,0.18,0,,17500.00,875.00,3019.32,19793.32
713335,2024-03-17,East,Bhubaneswar,Retail,Card,2921,10,2,7445,0,0,0.18,0,,14890.00,0.00,2680.20,17570.20
713336,2024-04-29,West,Pune,Distributor,NetBanking,5620,9,5,837,0.15,49,0.18,0,,4185.00,627.75,649.12,4255.37
713337,2024-11-23,West,Pune,Retail,UPI,7396,3,4,58619,0,49,0.18,0,,234476.00,0.00,42214.50,276739.50
713338,2024-08-16,North,Jaipur,Online,COD,9470,4,3,42950,0,0,0.18,0,,128850.00,0.00,23193.00,152043.00
713339,2024-05-28,West,Ahmedabad,Retail,Card,2776,2,5,53270,0,49,0.18,0,,266350.00,0.00,47951.82,314350.82
713340,2024-08-03,North,Jaipur,Retail,NetBanking,9853,14,5,52336,0,0,0.18,0,,261680.00,0.00,47102.40,308782.40
713341,2024-08-23,South,Kochi,Retail,Card,9278,3,4,50418,0.05,99,0.18,0,,201672.00,10083.60,34503.73,226191.13
713342,2024-05-06,East,Kolkata,Online,COD,9310,1,2,41386,0,49,0.18,0,,82772.00,0.00,14907.78,97728.78
713343,2024-05-12,West,Mumbai,Online,UPI,45,12,5,33787,0.05,0,0.18,0,,168935.00,8446.75,28887.88,189376.13
713344,2024-03-13,East,Bhubaneswar,Online,UPI,4952,11,5,3285,0.05,99,0.18,0,,16425.00,821.25,2826.50,18529.25
713345,2024-12-29,East,Kolkata,Online,UPI,2550,3,4,9831,0,199,0.18,0,,39324.00,0.00,7114.14,46637.14
713346,2024-01-20,South,Hyderabad,Retail,UPI,3444,9,4,1828,0,49,0.18,0,,7312.00,0.00,1324.98,8685.98
713347,2024-11-06,West,Mumbai,Retail,UPI,7359,5,4,2178,0.1,199,0.18,0,,8712.00,871.20,1447.16,9486.96
713348,2024-01-04,North,Delhi,Online,COD,5152,10,6,5642,0.05,0,0.18,0,,33852.00,1692.60,5788.69,37948.09
713349,2024-07-14,North,Delhi,Online,NetBanking,222,7,2,3196,0.15,0,0.18,0,,6392.00,958.80,977.98,6411.18
713350,2024-03-26,North,Jaipur,Retail,Card,11170,10,4,2953,0.1,149,0.18,0,,11812.00,1181.20,1940.36,12720.16
713351,2024-07-26,East,Kolkata,Online,UPI,11888,5,6,3783,0.2,49,0.18,0,,22698.00,4539.60,3277.33,21484.73
713352,2024-01-13,West,Mumbai,Online,NetBanking,3200,5,4,3309,0.05,149,0.18,0,,13236.00,661.80,2290.18,15013.38
713353,2024-11-27,North,Lucknow,Retail,UPI,4137,13,4,992,0.05,149,0.18,0,,3968.00,198.40,705.35,4623.95
713354,2024-10-09,South,Kochi,Online,UPI,9264,3,6,22951,0,49,0.18,0,,137706.00,0.00,24795.90,162550.90
713355,2024-11-07,East,Patna,Retail,UPI,7124,9,1,3794,0.1,0,0.18,0,,3794.00,379.40,614.63,4029.23
713356,2024-05-19,East,Guwahati,Online,Card,2240,11,2,11934,0.05,0,0.18,0,,23868.00,1193.40,4081.43,26756.03
713357,2024-11-02,South,Kochi,Online,NetBanking,1677,3,6,11795,0,0,0.18,0,,70770.00,0.00,12738.60,83508.60
713358,2024-04-14,South,Bengaluru,Online,UPI,3247,8,6,32755,0,49,0.18,0,,196530.00,0.00,35384.22,231963.22
713359,2024-12-14,West,Pune,Retail,UPI,2458,9,5,4405,0,199,0.18,0,,22025.00,0.00,4000.32,26224.32
713360,2024-02-12,East,Guwahati,Distributor,UPI,1065,6,4,1428,0.05,149,0.18,0,,5712.00,285.60,1003.57,6578.97
713361,2024-12-29,South,Chennai,Retail,UPI,8736,13,2,2479,0.15,49,0.18,0,,4958.00,743.70,767.39,5030.69
713362,2024-12-02,South,Chennai,Online,UPI,6318,3,2,41160,0,0,0.18,0,,82320.00,0.00,14817.60,97137.60
713363,2024-06-05,East,Guwahati,Online,Card,10563,13,2,550,0.25,0,0.18,0,,1100.00,275.00,148.50,973.50
713364,2024-12-24,North,Chandigarh,Retail,UPI,2931,15,2,57802,0.1,49,0.18,0,,115604.00,11560.40,18736.67,122829.27
713365,2024-11-17,East,Bhubaneswar,Online,UPI,9312,13,2,860,0.05,49,0.18,0,,1720.00,86.00,302.94,1985.94
713366,2024-03-28,South,Hyderabad,Retail,Card,6575,7,3,2297,0.05,149,0.18,0,,6891.00,344.55,1205.18,7900.63
713367,2024-05-21,North,Delhi,Online,UPI,2235,9,3,2539,0,149,0.18,0,,7617.00,0.00,1397.88,9163.88
713368,2024-04-08,East,Bhubaneswar,Retail,UPI,6379,4,2,9728,0,99,0.18,0,,19456.00,0.00,3519.90,23074.90
713369,2024-01-07,East,Patna,Online,Card,5814,8,4,43634,0.25,199,0.18,0,,174536.00,43634.00,23598.18,154699.18
713370,2024-10-06,South,Hyderabad,Online,UPI,2772,12,6,57328,0,49,0.18,0,,343968.00,0.00,61923.06,405940.06
713371,2024-04-20,North,Chandigarh,Retail,NetBanking,8398,6,4,3960,0.05,149,0.18,0,,15840.00,792.00,2735.46,17932.46
713372,2024-11-23,East,Guwahati,Online,Card,7915,6,3,4237,0.25,49,0.18,1,Damaged,12711.00,3177.75,1724.80,11307.05
713373,2024-05-04,South,Bengaluru,Online,UPI,153,9,2,1703,0,149,0.18,0,,3406.00,0.00,639.90,4194.90
713374,2024-11-14,East,Guwahati,Distributor,Card,428,8,3,52261,0.05,0,0.18,0,,156783.00,7839.15,26809.89,175753.74
713375,2024-01-31,South,Kochi,Online,Card,4718,12,4,25729,0.05,149,0.18,0,,102916.00,5145.80,17625.46,115544.66
713376,2024-01-10,East,Kolkata,Retail,UPI,2477,6,5,822,0.1,99,0.18,0,,4110.00,411.00,683.64,4481.64
713377,2024-01-24,East,Bhubaneswar,Online,UPI,465,5,2,2296,0.15,0,0.18,0,,4592.00,688.80,702.58,4605.78
713378,2024-05-15,North,Lucknow,Retail,NetBanking,8554,6,1,2332,0,0,0.18,0,,2332.00,0.00,419.76,2751.76
713379,2024-04-16,West,Mumbai,Retail,NetBanking,8872,15,3,58923,0,99,0.18,0,,176769.00,0.00,31836.24,208704.24
713380,2024-02-25,South,Kochi,Distributor,Card,7971,14,4,33256,0.15,0,0.18,0,,133024.00,19953.60,20352.67,133423.07
713381,2024-04-10,South,Chennai,Online,UPI,2339,4,4,11683,0.05,49,0.18,0,,46732.00,2336.60,7999.99,52444.39
713382,2024-11-09,East,Bhubaneswar,Online,NetBanking,10180,13,4,4406,0.05,149,0.18,0,,17624.00,881.20,3040.52,19932.32
713383,2024-12-24,South,Hyderabad,Retail,COD,522,8,5,51016,0,0,0.18,0,,255080.00,0.00,45914.40,300994.40
713384,2024-10-17,West,Ahmedabad,Retail,UPI,7912,1,2,9024,0.15,49,0.18,0,,18048.00,2707.20,2770.16,18159.96
713385,2024-03-28,West,Pune,Retail,UPI,5833,2,2,24961,0.15,99,0.18,0,,49922.00,7488.30,7655.89,50188.59
713386,2024-11-19,North,Lucknow,Online,Card,711,15,2,47888,0,99,0.18,0,,95776.00,0.00,17257.50,113132.50
713387,2024-11-19,East,Bhubaneswar,Online,COD,11279,11,5,6631,0,99,0.18,0,,33155.00,0.00,5985.72,39239.72
713388,2024-05-10,East,Patna,Online,UPI,8528,2,4,48950,0,149,0.18,0,,195800.00,0.00,35270.82,231219.82
713389,2024-08-06,North,Jaipur,Retail,UPI,5091,2,3,23641,0.05,99,0.18,0,,70923.00,3546.15,12145.65,79621.50
713390,2024-11-08,East,Guwahati,Distributor,UPI,4887,5,2,4297,0,99,0.18,0,,8594.00,0.00,1564.74,10257.74
